Respondent,Age,Country,EdLevel,YearsCodePro
770,29.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
771,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
773,21.0,Italy,Some college/university study without earning a degree,3.0
774,26.0,Georgia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
776,31.0,Canada,"Other doctoral degree (Ph.D, Ed.D., etc.)",5.0
777,45.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",19.0
779,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
780,24.0,South Africa,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",0.5
781,29.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
785,37.0,United Kingdom,Some college/university study without earning a degree,6.0
786,26.0,Malaysia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
787,29.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
789,31.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
791,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
795,22.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
797,36.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
799,21.0,United States,Some college/university study without earning a degree,3.0
801,30.0,United Arab Emirates,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
805,27.0,Russian Federation,,7.0
812,41.0,Luxembourg,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20.0
814,24.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
816,37.0,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
817,23.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7.0
827,31.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",19.0
828,28.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
829,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
830,36.0,Hungary,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10.0
831,30.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
832,21.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
837,21.0,Dominican Republic,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
842,44.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",16.0
843,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
844,27.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
845,44.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0
846,22.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
848,26.0,Australia,Associate degree,7.0
850,36.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
853,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
857,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
859,30.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
860,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
861,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
864,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
865,27.0,Cape Verde,"Professional degree (JD, MD, etc.)",3.0
869,30.0,Portugal,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
870,25.0,Italy,Some college/university study without earning a degree,1.0
871,23.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
872,32.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",10.0
873,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
874,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
878,32.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
880,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
882,20.0,Serbia,Some college/university study without earning a degree,3.0
883,46.0,Spain,"Other doctoral degree (Ph.D, Ed.D., etc.)",20.0
884,28.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
885,23.0,Nigeria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2.0
890,28.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
893,22.0,Burundi,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
895,31.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
896,21.0,Brazil,Some college/university study without earning a degree,3.0
898,25.0,Bangladesh,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
899,28.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
900,26.0,Serbia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
901,25.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
907,25.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
909,28.0,Finland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
910,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
913,20.0,Nigeria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1.0
914,51.0,Mexico,Some college/university study without earning a degree,20.0
915,38.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12.0
916,41.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",19.0
917,33.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
918,20.0,France,"Professional degree (JD, MD, etc.)",1.0
919,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",14.0
920,28.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
922,28.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
923,31.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
926,20.0,United Kingdom,Some college/university study without earning a degree,0.5
927,22.0,Bulgaria,Some college/university study without earning a degree,2.0
929,32.0,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
930,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
932,34.0,Bulgaria,Some college/university study without earning a degree,11.0
934,27.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
935,38.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",14.0
938,31.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
939,22.0,United Kingdom,Some college/university study without earning a degree,4.0
942,28.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
945,27.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",5.0
948,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
949,24.0,Greece,,2.0
951,42.0,France,,18.0
952,38.0,Sweden,Some college/university study without earning a degree,11.0
953,23.0,Bulgaria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5.0
955,40.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
957,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
958,28.0,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
959,35.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15.0
962,29.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)",12.0
965,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
967,36.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",14.0
970,53.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0
973,22.0,Portugal,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
975,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
977,45.0,United States,Some college/university study without earning a degree,21.0
978,27.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
979,40.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20.0
981,35.0,Slovenia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",15.0
983,29.0,Netherlands,Some college/university study without earning a degree,8.0
987,20.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4.0
993,36.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0
1000,25.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
1005,25.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
1006,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
1007,27.0,Mexico,Some college/university study without earning a degree,5.0
1009,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
1010,27.0,Iran,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
1013,26.0,Turkey,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
1014,31.0,Slovenia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7.0
1015,32.0,Nigeria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12.0
1016,25.0,Germany,Some college/university study without earning a degree,4.0
1017,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
1022,24.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
1023,29.0,Austria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
1024,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
1027,34.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
1030,29.0,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
1033,50.0,United States,Some college/university study without earning a degree,26.0
1034,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
1035,43.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15.0
1036,40.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",19.0
1037,31.0,Japan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
1038,21.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",0.5
1039,37.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
1042,44.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",12.0
1043,35.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",13.0
1045,32.0,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
1050,21.0,Poland,Some college/university study without earning a degree,1.0
1051,40.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20.0
1054,28.0,Iran,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
1055,25.0,Colombia,"Professional degree (JD, MD, etc.)",4.0
1056,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
1058,31.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
1061,38.0,Luxembourg,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",15.0
1063,31.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
1064,29.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
1067,29.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
1068,27.0,Brazil,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
1069,40.0,Canada,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",22.0
1070,35.0,Guatemala,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
1071,39.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",11.0
1073,37.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
1074,28.0,Turkey,Some college/university study without earning a degree,3.0
1076,27.0,Bulgaria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
1077,22.0,Dominican Republic,Associate degree,4.0
1079,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
1081,38.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
1088,28.0,Turkey,Some college/university study without earning a degree,3.0
1089,28.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1.0
1096,19.0,Spain,Some college/university study without earning a degree,4.0
1097,26.0,United Kingdom,Some college/university study without earning a degree,3.0
1099,33.0,Australia,"Other doctoral degree (Ph.D, Ed.D., etc.)",11.0
1107,31.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0
1109,20.0,Colombia,"Professional degree (JD, MD, etc.)",1.0
1110,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
1112,31.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
1113,38.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",21.0
1114,42.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20.0
1117,25.0,Mexico,I never completed any formal education,4.0
1120,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
1121,22.0,Canada,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1.0
1122,27.0,Taiwan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
1123,37.0,Serbia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12.0
1126,31.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",22.0
1127,28.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
1128,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
1129,30.0,Yemen,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
1131,24.0,France,Some college/university study without earning a degree,4.0
1132,29.0,Belgium,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
1133,24.0,Argentina,Some college/university study without earning a degree,7.0
1136,28.0,Singapore,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
1144,36.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
1145,25.0,United States,Some college/university study without earning a degree,4.0
1146,23.0,Iran,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
1148,30.0,Switzerland,"Other doctoral degree (Ph.D, Ed.D., etc.)",7.0
1149,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
1150,42.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20.0
1151,44.0,Indonesia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",16.0
1152,33.0,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
1153,27.0,Iran,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
1154,28.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
1158,37.0,Colombia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",13.0
1161,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
1162,27.0,Belarus,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
1164,40.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20.0
1165,28.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
1166,26.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
1167,49.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",26.0
1169,36.0,Canada,Some college/university study without earning a degree,18.0
1181,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
1182,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
1185,27.0,Malaysia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
1186,31.0,Greece,Some college/university study without earning a degree,3.0
1187,29.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
1188,26.0,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
1190,20.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
1193,57.0,United Kingdom,Some college/university study without earning a degree,30.0
1194,38.0,United States,Some college/university study without earning a degree,12.0
1197,27.0,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
1201,28.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
1202,32.0,New Zealand,"Professional degree (JD, MD, etc.)",3.0
1205,28.0,Colombia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
1206,29.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
1207,26.0,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
1209,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
1211,34.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",11.0
1212,22.0,Hungary,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
1216,25.0,Philippines,Some college/university study without earning a degree,4.0
1219,38.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",15.0
1222,27.0,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
1223,37.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",17.0
1224,32.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7.0
1228,27.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7.0
1229,34.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12.0
1230,39.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
1232,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
1234,42.0,United Kingdom,Some college/university study without earning a degree,1.0
1235,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
1238,38.0,Spain,"Professional degree (JD, MD, etc.)",7.0
1240,22.0,United States,Primary/elementary school,2.0
1241,34.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
1244,37.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",12.0
1254,37.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10.0
1255,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
1257,52.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0
1259,26.0,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
1260,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
1274,46.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0
1276,23.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
1280,28.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
1281,29.0,United States,Some college/university study without earning a degree,5.0
1282,31.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
1283,59.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",15.0
1285,25.0,Slovakia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
1286,36.0,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)",12.0
1287,23.0,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
1288,35.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",4.0
1289,35.0,Canada,Associate degree,5.0
1294,23.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
1295,23.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
1299,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
1300,28.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
1301,33.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",11.0
1302,29.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
1304,30.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
1307,39.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",15.0
1310,35.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",12.0
1312,61.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",37.0
1314,39.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",17.0
1315,28.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",9.0
1317,31.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",13.0
1318,36.0,Mongolia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7.0
1320,28.0,United States,Some college/university study without earning a degree,3.0
1321,36.0,Estonia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15.0
1324,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
1325,43.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20.0
